,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
232,233,2011-01-10,springer,2011,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,0.0
233,234,2011-01-11,springer,2011,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,0.2
234,235,2011-01-11,springer,2011,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,0.0
235,236,2011-01-11,springer,2011,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,0.0
236,237,2011-01-11,springer,2011,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,0.0
237,238,2011-01-11,springer,2011,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,0.0
238,239,2011-01-11,springer,2011,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,0.020618556701030927
239,240,2011-01-11,springer,2011,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,0.014018691588785047
240,241,2011-01-11,springer,2011,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,0.023622047244094488
241,242,2011-01-11,springer,2011,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,0.058823529411764705
242,243,2011-01-11,springer,2011,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,0.12903225806451613
243,244,2011-01-11,springer,2011,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,0.03636363636363636
244,245,2011-01-11,springer,2011,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,0.13043478260869565
245,246,2011-01-11,springer,2011,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,0.05
246,247,2011-01-11,springer,2011,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,0.044444444444444446
247,248,2011-01-11,springer,2011,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,0.05555555555555555
248,249,2011-01-11,springer,2011,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,0.046153846153846156
249,250,2011-01-11,springer,2011,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,0.010638297872340425
250,251,2011-01-11,springer,2011,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,0.0
251,252,2011-01-11,springer,2011,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,0.0
252,253,2011-01-11,springer,2011,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,0.0
253,254,2011-01-11,springer,2011,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,0.03571428571428571
254,255,2011-01-11,springer,2011,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,0.05555555555555555
255,256,2011-01-12,springer,2011,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0.0
256,257,2011-01-12,springer,2011,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,0.0
257,258,2011-01-12,springer,2011,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,0.0
258,259,2011-01-12,springer,2011,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,0.0
259,260,2011-01-12,springer,2011,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,0.0
260,261,2011-01-12,springer,2011,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,0.0
261,262,2011-01-12,springer,2011,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,0.024
262,263,2011-01-12,springer,2011,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,0.038461538461538464
263,264,2011-01-12,springer,2011,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,0.0
264,265,2011-01-12,springer,2011,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,0.09375
265,266,2011-01-12,springer,2011,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,0.057692307692307696
266,267,2011-01-12,springer,2011,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,0.0
267,268,2011-01-12,springer,2011,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,0.0
268,269,2011-01-12,springer,2011,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,0.020833333333333332
269,270,2011-01-12,springer,2011,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,0.07936507936507936
270,271,2011-01-12,springer,2011,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,0.0
271,272,2011-01-12,springer,2011,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,0.014814814814814815
272,273,2011-01-12,springer,2011,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,0.012195121951219513
273,274,2011-01-12,springer,2011,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,0.037037037037037035
274,275,2011-01-12,springer,2011,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,0.0
275,276,2011-01-12,springer,2011,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,0.03125
276,277,2011-01-12,springer,2011,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,0.05263157894736842
277,278,2011-01-13,springer,2011,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,0.16666666666666666
278,279,2011-01-13,springer,2011,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,0.0
279,280,2011-01-13,springer,2011,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,0.0
280,281,2011-01-13,springer,2011,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,0.0
281,282,2011-01-13,springer,2011,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,0.0
282,283,2011-01-13,springer,2011,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,0.0
283,284,2011-01-13,springer,2011,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,0.0
284,285,2011-01-13,springer,2011,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,0.0
285,286,2011-01-13,springer,2011,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,0.025380710659898477
286,287,2011-01-13,springer,2011,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,0.014598540145985401
287,288,2011-01-13,springer,2011,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,0.05555555555555555
288,289,2011-01-13,springer,2011,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,0.12121212121212122
289,290,2011-01-13,springer,2011,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,0.061224489795918366
290,291,2011-01-13,springer,2011,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,0.024691358024691357
291,292,2011-01-13,springer,2011,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,0.07692307692307693
292,293,2011-01-13,springer,2011,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,0.09090909090909091
293,294,2011-01-13,springer,2011,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,0.02631578947368421
294,295,2011-01-13,springer,2011,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,0.02531645569620253
295,296,2011-01-13,springer,2011,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,0.02127659574468085
296,297,2011-01-13,springer,2011,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,0.01020408163265306
297,298,2011-01-13,springer,2011,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,0.0
298,299,2011-01-13,springer,2011,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,0.0
299,300,2011-01-13,springer,2011,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,0.0
300,301,2011-01-13,springer,2011,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,0.07142857142857142
301,302,2011-01-14,springer,2011,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,0.0
302,303,2011-01-14,springer,2011,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,0.0
303,304,2011-01-14,springer,2011,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,0.0
304,305,2011-01-14,springer,2011,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,0.0
305,306,2011-01-14,springer,2011,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,0.0
306,307,2011-01-14,springer,2011,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,0.0
307,308,2011-01-14,springer,2011,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,0.0
308,309,2011-01-14,springer,2011,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,0.01282051282051282
309,310,2011-01-14,springer,2011,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,0.0
310,311,2011-01-14,springer,2011,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,0.1
311,312,2011-01-14,springer,2011,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,0.1276595744680851
312,313,2011-01-14,springer,2011,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,0.03389830508474576
313,314,2011-01-14,springer,2011,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,0.0547945205479452
314,315,2011-01-14,springer,2011,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,0.0847457627118644
315,316,2011-01-14,springer,2011,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,0.15254237288135594
316,317,2011-01-14,springer,2011,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,0.034482758620689655
317,318,2011-01-14,springer,2011,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,0.025806451612903226
318,319,2011-01-14,springer,2011,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,0.03731343283582089
319,320,2011-01-14,springer,2011,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,0.033707865168539325
320,321,2011-01-14,springer,2011,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,0.0
321,322,2011-01-14,springer,2011,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,0.08333333333333333
322,323,2011-01-14,springer,2011,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,0.058823529411764705
323,324,2011-01-14,springer,2011,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,0.038461538461538464
324,325,2011-01-15,springer,2011,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,0.12
325,326,2011-01-15,springer,2011,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,0.1111111111111111
326,327,2011-01-15,springer,2011,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,0.0
327,328,2011-01-15,springer,2011,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,0.14285714285714285
328,329,2011-01-15,springer,2011,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,0.0
329,330,2011-01-15,springer,2011,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,0.0
330,331,2011-01-15,springer,2011,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,0.5
331,332,2011-01-15,springer,2011,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,0.1111111111111111
332,333,2011-01-15,springer,2011,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,0.045454545454545456
333,334,2011-01-15,springer,2011,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,0.06451612903225806
334,335,2011-01-15,springer,2011,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,0.03508771929824561
335,336,2011-01-15,springer,2011,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,0.3333333333333333
336,337,2011-01-15,springer,2011,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,0.20270270270270271
337,338,2011-01-15,springer,2011,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,0.2625
338,339,2011-01-15,springer,2011,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,0.2826086956521739
339,340,2011-01-15,springer,2011,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,0.19444444444444445
340,341,2011-01-15,springer,2011,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,0.3473684210526316
341,342,2011-01-15,springer,2011,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,0.5370370370370371
342,343,2011-01-15,springer,2011,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,0.21739130434782608
343,344,2011-01-15,springer,2011,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,0.23333333333333334
344,345,2011-01-15,springer,2011,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,0.17142857142857143
345,346,2011-01-15,springer,2011,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,0.11764705882352941
346,347,2011-01-15,springer,2011,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,0.0
347,348,2011-01-15,springer,2011,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,0.1282051282051282
348,349,2011-01-16,springer,2011,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,0.18181818181818182
349,350,2011-01-16,springer,2011,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,0.21052631578947367
350,351,2011-01-16,springer,2011,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,0.23076923076923078
351,352,2011-01-16,springer,2011,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,1.5
352,353,2011-01-16,springer,2011,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,0.0
353,354,2011-01-16,springer,2011,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,1.0
354,355,2011-01-16,springer,2011,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,0.0
355,356,2011-01-16,springer,2011,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,0.0
356,357,2011-01-16,springer,2011,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,0.0
357,358,2011-01-16,springer,2011,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,0.10344827586206896
358,359,2011-01-16,springer,2011,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,0.11267605633802817
359,360,2011-01-16,springer,2011,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,0.32857142857142857
360,361,2011-01-16,springer,2011,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,0.38666666666666666
361,362,2011-01-16,springer,2011,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,0.24210526315789474
362,363,2011-01-16,springer,2011,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,0.3188405797101449
363,364,2011-01-16,springer,2011,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,0.44871794871794873
364,365,2011-01-16,springer,2011,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,0.2857142857142857
365,366,2011-01-16,springer,2011,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,0.2804878048780488
366,367,2011-01-16,springer,2011,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,0.19642857142857142
367,368,2011-01-16,springer,2011,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,0.2978723404255319
368,369,2011-01-16,springer,2011,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,0.14
369,370,2011-01-16,springer,2011,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,0.2727272727272727
370,371,2011-01-16,springer,2011,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,0.10526315789473684
371,372,2011-01-16,springer,2011,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,0.0
372,373,2011-01-17,springer,2011,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,0.0625
373,374,2011-01-17,springer,2011,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,0.06666666666666667
374,375,2011-01-17,springer,2011,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,0.0
375,376,2011-01-17,springer,2011,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,0.0
376,377,2011-01-17,springer,2011,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,0.5
377,378,2011-01-17,springer,2011,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,0.0
378,379,2011-01-17,springer,2011,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,0.0
379,380,2011-01-17,springer,2011,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,0.4444444444444444
380,381,2011-01-17,springer,2011,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,0.1
381,382,2011-01-17,springer,2011,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,0.20512820512820512
382,383,2011-01-17,springer,2011,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,0.14
383,384,2011-01-17,springer,2011,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,0.16363636363636364
384,385,2011-01-17,springer,2011,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,0.14285714285714285
385,386,2011-01-17,springer,2011,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,0.1625
386,387,2011-01-17,springer,2011,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,0.16216216216216217
387,388,2011-01-17,springer,2011,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,0.2916666666666667
388,389,2011-01-17,springer,2011,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,0.07894736842105263
389,390,2011-01-17,springer,2011,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,0.05970149253731343
390,391,2011-01-17,springer,2011,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,0.08235294117647059
391,392,2011-01-17,springer,2011,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,0.034482758620689655
392,393,2011-01-17,springer,2011,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,0.13793103448275862
393,394,2011-01-17,springer,2011,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,0.125
394,395,2011-01-17,springer,2011,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,0.0
395,396,2011-01-17,springer,2011,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,0.3333333333333333
396,397,2011-01-18,springer,2011,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,0.0
397,398,2011-01-18,springer,2011,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,0.0
398,399,2011-01-18,springer,2011,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,0.07692307692307693
399,400,2011-01-18,springer,2011,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,0.09375
400,401,2011-01-18,springer,2011,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,0.0
401,402,2011-01-18,springer,2011,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,0.008064516129032258
402,403,2011-01-18,springer,2011,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,0.007575757575757576
403,404,2011-01-18,springer,2011,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,0.01020408163265306
404,405,2011-01-18,springer,2011,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,0.0
405,406,2011-01-18,springer,2011,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,0.0
406,407,2011-01-18,springer,2011,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,0.0
407,408,2011-01-18,springer,2011,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,0.05263157894736842
408,409,2011-01-19,springer,2011,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,0.0
409,410,2011-01-19,springer,2011,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,0.16666666666666666
410,411,2011-01-19,springer,2011,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,0.0
411,412,2011-01-19,springer,2011,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,1.0
412,413,2011-01-19,springer,2011,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,0.0
413,414,2011-01-19,springer,2011,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,0.0
414,415,2011-01-19,springer,2011,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,0.011235955056179775
415,416,2011-01-19,springer,2011,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,0.00510204081632653
416,417,2011-01-19,springer,2011,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,0.018691588785046728
417,418,2011-01-19,springer,2011,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,0.021739130434782608
418,419,2011-01-19,springer,2011,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,0.10638297872340426
419,420,2011-01-19,springer,2011,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,0.07692307692307693
420,421,2011-01-19,springer,2011,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,0.16417910447761194
421,422,2011-01-19,springer,2011,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,0.10294117647058823
422,423,2011-01-19,springer,2011,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,0.05128205128205128
423,424,2011-01-19,springer,2011,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,0.10638297872340426
424,425,2011-01-19,springer,2011,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,0.03684210526315789
425,426,2011-01-19,springer,2011,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,0.03205128205128205
426,427,2011-01-19,springer,2011,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,0.037037037037037035
427,428,2011-01-19,springer,2011,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,0.02702702702702703
428,429,2011-01-19,springer,2011,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,0.07272727272727272
429,430,2011-01-19,springer,2011,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,0.11320754716981132
430,431,2011-01-19,springer,2011,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,0.037037037037037035
431,432,2011-01-20,springer,2011,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,0.625
432,433,2011-01-20,springer,2011,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,0.6666666666666666
433,434,2011-01-20,springer,2011,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,0.0
434,435,2011-01-20,springer,2011,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0.0
435,436,2011-01-20,springer,2011,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,0.0
436,437,2011-01-20,springer,2011,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,0.0
437,438,2011-01-20,springer,2011,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,0.0
438,439,2011-01-20,springer,2011,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,0.01
439,440,2011-01-20,springer,2011,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,0.008097165991902834
440,441,2011-01-20,springer,2011,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,0.02142857142857143
441,442,2011-01-20,springer,2011,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,0.017857142857142856
442,443,2011-01-20,springer,2011,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,0.07936507936507936
443,444,2011-01-20,springer,2011,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,0.09090909090909091
444,445,2011-01-20,springer,2011,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,0.13953488372093023
445,446,2011-01-20,springer,2011,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,0.08
446,447,2011-01-20,springer,2011,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,0.12903225806451613
447,448,2011-01-20,springer,2011,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,0.0963855421686747
448,449,2011-01-20,springer,2011,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,0.03864734299516908
449,450,2011-01-20,springer,2011,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,0.005434782608695652
450,451,2011-01-20,springer,2011,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,0.0410958904109589
451,452,2011-01-20,springer,2011,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,0.016129032258064516
452,453,2011-01-20,springer,2011,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,0.05555555555555555
453,454,2011-01-20,springer,2011,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,0.0
454,455,2011-01-20,springer,2011,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,0.10714285714285714
455,456,2011-01-21,springer,2011,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,0.05
456,457,2011-01-21,springer,2011,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,0.0
457,458,2011-01-21,springer,2011,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,0.0
458,459,2011-01-21,springer,2011,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,0.0
459,460,2011-01-21,springer,2011,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,0.0
460,461,2011-01-21,springer,2011,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,0.25
461,462,2011-01-21,springer,2011,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,0.0
462,463,2011-01-21,springer,2011,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,0.030303030303030304
463,464,2011-01-21,springer,2011,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,0.03333333333333333
464,465,2011-01-21,springer,2011,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,0.0440251572327044
